的	0.04052965
一	0.01858423
了	0.01833852
是	0.01655288
不	0.01572867
我	0.01557652
在	0.01011208
人	0.00971136
有	0.00940146
这	0.00929705
他	0.00926948
来	0.00781585
个	0.00779078
你	0.00749184
说	0.00632161
上	0.00627833
到	0.00606084
就	0.00595562
着	0.00588175
大	0.00570450
们	0.00565861
道	0.00559733
那	0.00523078
么	0.00512407
也	0.00500900
地	0.00463780
子	0.00455243
下	0.00450444
出	0.00436962
时	0.00432335
看	0.00423019
要	0.00418507
她	0.00414585
中	0.00404613
没	0.00398267
然	0.00386654
里	0.00386095
为	0.00385040
过	0.00384928
自	0.00382532
好	0.00382426
得	0.00378558
去	0.00378355
可	0.00372391
会	0.00359524
天	0.00358079
还	0.00356954
心	0.00345349
后	0.00344749
以	0.00343628
小	0.00336288
都	0.00334133
和	0.00329345
对	0.00326343
想	0.00323472
能	0.00312573
起	0.00306582
之	0.00283080
手	0.00267403
而	0.00267359
只	0.00266032
生	0.00261640
什	0.00254349
身	0.00253903
头	0.00253577
样	0.00251266
事	0.00249132
多	0.00243225
己	0.00240699
家	0.00239515
面	0.00238788
知	0.00231634
开	0.00228983
如	0.00226947
无	0.00220052
现	0.00219201
很	0.00210419
点	0.00209599
前	0.00209019
发	0.00207911
经	0.00206680
情	0.00204339
把	0.00200087
老	0.00198226
些	0.00197657
话	0.00197275
已	0.00196004
又	0.00195449
声	0.00193396
意	0.00193267
于	0.00190431
回	0.00190080
笑	0.00188454
所	0.00186173
但	0.00184650
眼	0.00184126
成	0.00183231
方	0.00182886
年	0.00182553
见	0.00182319
当	0.00181066
女	0.00177138
真	0.00174618
两	0.00173968
力	0.00173765
气	0.00170012
从	0.00167188
用	0.00167014
长	0.00163305
动	0.00161894
间	0.00161613
国	0.00161399
走	0.00159100
让	0.00158004
被	0.00157932
给	0.00154841
正	0.00154552
问	0.00152750
打	0.00151836
明	0.00150896
儿	0.00150138
法	0.00147419
才	0.00146180
几	0.00145427
行	0.00145218
三	0.00144749
定	0.00144276
此	0.00143599
进	0.00142565
再	0.00141256
种	0.00139804
将	0.00138502
实	0.00137832
同	0.00137736
最	0.00136065
本	0.00135884
